,A,Z,W
80081,1124769097,1124534321,2
80082,1840074775,1840032850,2
80083,1840023170,1840020336,2
80084,1484032951,1484993432,2
80085,1124321200,1124989507,2
80086,1840032850,1840019820,2
80087,1124989507,1124113583,2
80088,1840019166,1840022753,2
80089,1840018650,1840018644,2
80090,1840021772,1840019168,2
80091,1840037176,1840017499,2
80092,1840020567,1840022919,2
80093,1840019311,1840020563,4
80094,1484950775,1484689704,2
80095,1840017499,1840021389,2
80096,1124113583,1124093123,2
80097,1484993432,1484018181,2
80098,1484585914,1484811681,2
80099,1840021354,1840018736,2
80100,1840020239,1840020202,2
80101,1840020568,1840022913,2
80102,1840020136,1840020128,2
80103,1840019307,1840022915,2
80104,1840021352,1840018735,2
80105,1840018736,1840021351,2
80106,1840074081,1840019820,2
80107,1840020132,1840020131,2
80108,1840020119,1840020137,2
80109,1840018644,1840018643,2
80110,1840020128,1840020137,2
80111,1840018735,1840020145,2
80112,1840019820,1840074075,2
80113,1840020155,1840020157,2
80114,1840018757,1840021397,2
80115,1840017500,1840021387,2
80116,1840019168,1840017843,2
80117,1840021388,1840021385,2
80118,1840017843,1840017849,2
80119,1840022915,1840021940,4
80120,1840020157,1840018745,2
80121,1840020145,1840018738,2
80122,1840018738,1840020143,2
80123,1840021350,1840020143,2
80124,1840020144,1840021355,2
80125,1840074075,1840019839,2
80126,1840021355,1840021353,2
80127,1840021397,1840020168,2
80128,1840020020,1840020037,2
80129,1124093123,1124603057,2
80130,1840021386,1840018744,2
80131,1840020159,1840020156,2
80132,1840020168,1840020167,2
80133,1840021940,1840021945,2
80134,1840037177,1840037422,2
80135,1840022752,1840017849,2
80136,1840019309,1840021947,4
80137,1840037422,1840018746,2
80138,1840020113,1840020115,2
80139,1840020108,1840020115,2
80140,1484018181,1484002576,2
80141,1840020188,1840021396,2
80142,1840018744,1840020156,2
80143,1840021321,1840020114,2
80144,1840018746,1840018755,2
80145,1840020114,1840020122,2
80146,1840017849,1840036808,2
80147,1840020167,1840018754,2
80148,1840018756,1840020173,2
80149,1840021584,1840036808,2
80150,1840020037,1840021258,2
80151,1484354076,1484811681,2
80152,1840019364,1840018030,2
80153,1840036808,1840020335,2
80154,1840022419,1840020171,2
80155,1840021947,1840020566,4
80156,1840021945,1840020566,4
80157,1840020172,1840021395,2
80158,1840020566,1840019365,2
80159,1484811681,1484876942,2
80160,1840020174,1840021399,2
80161,1840021398,1840020170,2
80162,1840021944,1840027990,2
80163,1840021399,1840020170,2
80164,1840020335,1840075310,2
80165,1840020628,1840019367,2
80166,1840020202,1840020201,2
80167,1840020170,1840020165,2
80168,1840019365,1840018032,2
80169,1840020336,1840018972,2
80170,1840075310,1840021583,2
80171,1840021999,1840027985,2
80172,1484876942,1484335657,2
80173,1124001123,1124089461,2
80174,1840022857,1840021583,2
80175,1840019839,1840019823,2
80176,1840019486,1840074666,2
80177,1840019482,1840023057,2
80178,1840018972,1840021583,2
80179,1840018509,1840019906,2
80180,1840020122,1840020100,2
80181,1484015319,1484350756,4
80182,1840020823,1840022103,2
80183,1840018110,1840019489,2
80184,1840022101,1840019489,2
80185,1124385336,1124000858,2
80186,1840075484,1840019489,2
80187,1484234881,1484752107,2
80188,1484366250,1484237374,2
80189,1840020201,1840020162,2
80190,1840018106,1840019487,2
80191,1840021258,1840020027,2
80192,1840020533,1840022955,2
80193,1840021583,1840022572,2
80194,1840038089,1840022103,2
80195,1124303972,1840019758,4
80196,1484810855,1484005187,4
80197,1840022103,1840074401,2
80198,1484005187,1484568659,2
80199,1484752107,1484213843,2
80200,1484237374,1484738451,2
80201,1124089461,1124434578,2
80202,1484350756,1484110174,2
80203,1840021582,1840021623,2
80204,1484213843,1840019495,4
80205,1484729183,1484166303,2
80206,1484445555,1484694325,2
80207,1840019495,1484381848,4
80208,1840022955,1840021989,2
80209,1484016340,1484096349,2
80210,1484157742,1484096349,2
80211,1840021989,1840022949,2
80212,1484096349,1484699069,2
80213,1484108383,1484381848,2
80214,1840017672,1840020395,2
80215,1484381848,1840019496,4
80216,1840019496,1484659928,4
80217,1840020100,1840020101,2
80218,1840019823,1840018496,2
80219,1484235510,1484052656,2
80220,1840021623,1840019095,2
80221,1840022949,1840023009,2
80222,1484110174,1484958144,2
80223,1840020101,1840020027,2
80224,1484443585,1484450749,2
80225,1840020027,1840020026,2
80226,1840020395,1840020452,2
80227,1840020229,1840018812,2
80228,1840018988,1840020349,2
80229,1840018928,1840018929,2
80230,1484662260,1484677856,2
80231,1484806011,1484533430,2
80232,1124789635,1124000077,2
80233,1840023009,1840019458,2
80234,1840020349,1840033565,2
80235,1484958144,1484446758,2
80236,1840018820,1840020251,2
80237,1484659928,1484004002,2
80238,1484699069,1484515879,2
80239,1484004002,1484524609,2
80240,1840018929,1840022565,2
80241,1840020251,1840020235,2
80242,1840020452,1840024971,2
80243,1124460875,1124806868,2
80244,1840019458,1840020683,2
80245,1840018741,1840021374,2
80246,1484524609,1484004336,2
80247,1484719986,1484243519,2
80248,1484913185,1484365643,2
80249,1840021995,1840021898,2
80250,1840020094,1840038324,2
80251,1484533430,1484245253,2
80252,1840020195,1840018813,2
80253,1840022565,1840018921,2
80254,1484245253,1484698134,2
80255,1840021243,1840019978,2
80256,1840020235,1840018813,2
80257,1840021898,1840019194,2
80258,1484243519,1484038292,2
80259,1484365643,1484106283,2
80260,1840018813,1840020228,2
80261,1840021424,1840017535,2
80262,1840020683,1840018049,2
80263,1484106283,1484335603,4
80264,1484038292,1484925741,2
80265,1840019414,1840018151,2
80266,1840022681,1840020388,2
80267,1840017535,1840020194,2
80268,1840033664,1484840083,6
80269,1840020388,1840074899,2
80270,1484004336,1840018152,4
80271,1484840083,1840073931,4
80272,1484841466,1484310975,2
80273,1840018050,1840034867,2
80274,1840022434,1840022436,2
80275,1840038324,1840018655,2
80276,1840020228,1840021428,2
80277,1840017779,1840019105,2
80278,1840022136,1840020805,2
80279,1484310975,1484012803,2
80280,1840074899,1840033719,2
80281,1840019105,1840020348,2
80282,1840018152,1840019403,2
80283,1484335603,1484258446,2
80284,1840022436,1840021428,2
80285,1484012803,1484373649,2
80286,1840020348,1840021707,2
80287,1840021473,1840018855,2
80288,1840021707,1840033719,2
80289,1840019403,1840022873,2
80290,1840033719,1840020397,2
80291,1484258446,1484739082,2
80292,1840018921,1840020250,2
80293,1840019878,1840019824,2
80294,1124158154,1124817334,2
80295,1484295544,1484955369,2
80296,1484607603,1484452730,2
80297,1840022873,1840020549,2
80298,1840020096,1840038441,2
80299,1840022638,1840020397,2
80300,1124806868,1124342541,4
80301,1840021382,1840020152,2
80302,1840019978,1840002374,2
80303,1484274950,1484248235,2
80304,1840018655,1840021302,2
80305,1484044585,1484407989,2
80306,1484463833,1484854616,4
80307,1484521716,1484407989,2
80308,1840017539,1840020197,2
80309,1124763455,1124500458,2
80310,1484142814,1484248235,2
80311,1484590798,1484013592,2
80312,1484408906,1484966833,2
80313,1840018774,1840028424,2
80314,1840020397,1840020353,2
80315,1840018855,1840020250,2
80316,1840028424,1840020180,2
80317,1484013592,1484452730,2
80318,1840020250,1840018860,2
80319,1840021468,1840036508,2
80320,1840022411,1840022400,2
80321,1840021369,1840022397,2
80322,1484452730,1484156937,2
80323,1484433877,1484972990,2
80324,1840022400,1840021359,2
80325,1840022397,1840020147,2
80326,1840022455,1840028583,2
80327,1840028578,1840017562,2
80328,1840028570,1840022454,2
80329,1840020148,1840021373,2
80330,1840028582,1840074635,2
80331,1840022454,1840028583,2
80332,1840038441,1840021359,2
80333,1840020149,1840020147,2
80334,1840020147,1840021359,2
80335,1840021373,1840021359,2
80336,1840018860,1840020255,2
80337,1840019824,1840021085,2
80338,1484854616,1484278010,2
80339,1124817334,1124108820,2
80340,1484019808,1484223913,2
80341,1840020549,1840019443,2
80342,1840020353,1840020270,2
80343,1840019443,1840019444,2
80344,1484761843,1840019580,4
80345,1484223913,1484348795,2
80346,1840019444,1840020617,2
80347,1840021085,1840001871,2
80348,1840002127,1840002374,2
80349,1124618383,1124416742,2
80350,1840002374,1840002174,2
80351,1840020175,1840018758,2
80352,1484280338,1484316056,2
80353,1484585697,1484009228,2
80354,1484634445,1484386312,2
80355,1484919654,1484898373,2
80356,1840019580,1840020848,2
80357,1840009197,1840006975,2
80358,1484007324,1484898373,2
80359,1484009228,1484316056,2
80360,1484885454,1484361423,2
80361,1840020270,1840020267,2
80362,1484980436,1484092318,4
80363,1840020806,1840036514,2
80364,1840002174,1840002180,2
80365,1484316056,1484298923,2
80366,1484368402,1484764993,2
80367,1484215762,1484930279,2
80368,1484017493,1484087945,4
80369,1484198680,1484950208,4
80370,1484898373,1484247270,2
80371,1840020529,1840019195,2
80372,1484950208,1484087945,4
80373,1484570912,1484361545,2
80374,1840020617,1840043200,2
80375,1484361545,1484468847,2
80376,1840001892,1840000192,2
80377,1484930279,1484673086,2
80378,1484750897,1484011650,2
80379,1840021377,1840009309,2
80380,1840019195,1840020462,2
80381,1484011650,1484510036,2
80382,1840020616,1840043200,2
80383,1484699271,1484817788,2
80384,1840043200,1840022029,2
80385,1840036514,1840037100,2
80386,1484298923,1484817788,2
80387,1484361423,1484244113,2
80388,1124416742,1840073766,4
80389,1484673086,1484294846,2
80390,1484247270,1484294846,2
80391,1840020848,1840037100,2
80392,1484244113,1484004442,2
80393,1484014035,1484118312,2
80394,1484817788,1484693242,2
80395,1840022029,1840022061,2
80396,1484294846,1484273682,2
80397,1484490839,1484159886,2
80398,1484383643,1484096692,2
80399,1840022061,1840019474,2
80400,1840020267,1840010856,2
80401,1484118312,1484781342,4
80402,1484044014,1484159886,2
80403,1840019474,1840020794,2
80404,1840019052,1840019086,2
80405,1484781342,1484371427,2
80406,1484609468,1484779296,2
80407,1124108820,1124144510,2
80408,1484159886,1484229977,2
80409,1484004442,1484371427,2
80410,1840020462,1840019180,2
80411,1840020606,1840021983,2
80412,1484693242,1484876293,2
80413,1484096692,1484666646,4
80414,1840020794,1840020792,2
80415,1840020539,1840021983,2
80416,1484666646,1484352122,2
80417,1484229977,1484222410,2
80418,1840019404,1840021983,2
80419,1484804575,1484489217,2
80420,1484273682,1484107245,4
80421,1484547139,1484384276,2
80422,1840020792,1840019471,2
80423,1484876293,1484078900,2
80424,1484012996,1484811972,2
80425,1484051478,1484039505,2
80426,1484779296,1484131107,2
80427,1840021983,1840020604,4
80428,1484222410,1484235185,2
80429,1484615349,1484896796,2
80430,1840019086,1840019083,2
80431,1840020725,1840019471,2
80432,1484254805,1484743958,2
80433,1484759605,1484811199,4
80434,1840020604,1840021982,2
80435,1124500458,1124755168,2
80436,1484674455,1484811199,4
80437,1840019156,1840019083,2
80438,1484078900,1484580353,2
80439,1484235185,1484528995,2
80440,1484131107,1484064616,2
80441,1484811199,1484697777,2
80442,1484743958,1484064616,2
80443,1840021982,1840022059,2
80444,1484799786,1484669072,4
80445,1484489217,1484714363,2
80446,1484697777,1484276023,2
80447,1484325445,1484625454,4
80448,1840019471,1840019472,2
80449,1840020350,1840001704,2
80450,1484276023,1484185068,2
80451,1484580353,1484669072,4
80452,1484472740,1484271462,2
80453,1484142037,1484962977,2
80454,1484528995,1484155611,2
80455,1840019083,1840022939,2
80456,1840010856,1840001669,2
80457,1484962977,1484540557,2
80458,1840000053,1840000199,2
80459,1484714363,1484748421,2
80460,1484185068,1484115665,2
80461,1484279509,1484000829,2
80462,1484718007,1484878589,2
80463,1484526560,1484737223,2
80464,1484237393,1484238779,2
80465,1484583620,1484610487,4
80466,1484685820,1484753599,2
80467,1840022939,1840020379,2
80468,1484115665,1484007926,2
80469,1484610487,1484584889,2
80470,1484238779,1484979555,4
80471,1484828397,1840019607,4
80472,1840001704,1840020379,2
80473,1840022059,1840019472,2
80474,1484878589,1484000155,2
80475,1484748421,1484708548,2
80476,1840019607,1484000400,4
80477,1484000829,1484137795,2
80478,1840019472,1840022089,2
80479,1840001669,1840001684,2
80480,1484737223,1484120104,2
80481,1840020379,1840021636,2
80482,1484007926,1484681374,2
80483,1484708548,1484657833,2
80484,1484274706,1484058749,2
80485,1484682498,1484516323,2
80486,1484638153,1484604775,4
80487,1484580926,1484026388,2
80488,1484584889,1484001904,2
80489,1840037044,1840019702,2
80490,1840022146,1840019550,2
80491,1484858068,1484559591,4
80492,1484681374,1484604775,4
80493,1484657833,1484463183,4
80494,1840022089,1840019476,2
80495,1840001684,1840001687,2
80496,1484038182,1484667611,2
80497,1484528358,1484837068,2
80498,1484341437,1484956696,2
80499,1484781559,1484167307,2
80500,1484381977,1484855096,2
80501,1484303338,1484014263,2
80502,1484463183,1484516715,2
80503,1840019702,1840019688,2
80504,1484855096,1484641903,2
80505,1484667611,1484996853,2
80506,1484813948,1484504671,2
80507,1840019688,1840022231,2
80508,1484014263,1484766704,2
80509,1484158047,1484855056,2
80510,1484181453,1484987082,2
80511,1484167307,1484837068,2
80512,1840022231,1840020963,2
80513,1484837068,1484890875,2
80514,1840008285,1840001131,2
80515,1840019476,1840019448,2
80516,1484516323,1484097897,2
80517,1484956696,1484904610,2
80518,1484987808,1484970395,2
80519,1484766704,1484991912,2
80520,1484627083,1484226392,2
80521,1484006247,1484454332,2
80522,1484504671,1484226392,2
80523,1484280781,1484912284,2
80524,1484516715,1484290575,2
80525,1484597234,1840021002,6
80526,1484290575,1484176714,2
80527,1484750477,1484176714,2
80528,1484454332,1484570544,2
80529,1484630305,1484782726,2
80530,1484186132,1484277337,2
80531,1484895616,1484845374,2
80532,1840020437,1840019108,2
80533,1840021636,1840018976,2
80534,1484176714,1484562441,2
80535,1484570544,1484926471,4
80536,1484463800,1484016853,2
80537,1484785009,1484659098,2
80538,1484277299,1484845374,2
80539,1840019550,1840019519,2
80540,1484589606,1484363879,4
80541,1484912284,1484012470,2
80542,1484991912,1484683374,2
80543,1484352351,1484000089,2
80544,1484097897,1484536173,2
80545,1484016853,1484012470,2
80546,1484790302,1484850125,4
80547,1484782726,1484006779,2
80548,1840021912,1840019279,2
80549,1840136274,1840021017,2
80550,1484659098,1484936605,2
80551,1484223912,1484132188,2
80552,1484549065,1484666092,2
80553,1484176739,1484132188,2
80554,1484003827,1484243108,2
80555,1484562441,1484110723,2
80556,1484527650,1484006779,2
80557,1484505240,1484908675,2
80558,1484562374,1484020604,2
80559,1484001709,1484666092,2
80560,1840020963,1840019657,2
80561,1484734938,1484936605,2
80562,1484666092,1484948191,2
80563,1484243108,1484818856,2
80564,1484908675,1484594369,2
80565,1484247881,1484016661,4
80566,1484381311,1484818856,2
80567,1484006779,1484698691,2
80568,1484616519,1484154416,2
80569,1840020908,1840020898,2
80570,1484818856,1484379698,2
80571,1484132188,1484494406,2
80572,1484936605,1484062040,2
80573,1484594369,1484494406,2
80574,1484948191,1484624789,2
80575,1484625824,1484504076,2
80576,1840020992,1840019657,2
80577,1840000957,1840001130,2
80578,1484882196,1484363321,4
80579,1484494406,1484403443,2
80580,1484904610,1484269723,2
80581,1484680072,1484903562,2
80582,1840021017,1840021016,2
80583,1484698691,1484747290,2
80584,1484074285,1484504936,4
80585,1484003918,1484359683,2
80586,1484003541,1484363321,4
80587,1484244950,1484792221,2
80588,1484386110,1484963370,2
80589,1840019519,1840022097,2
80590,1840019108,1840021725,2
80591,1484363321,1484792221,2
80592,1484062040,1484903562,2
80593,1484359683,1484433908,2
80594,1484500392,1484592101,2
80595,1840018261,1840020957,2
80596,1484154416,1484835501,2
80597,1484963370,1484784884,2
80598,1484838122,1484653265,4
80599,1484403443,1484756389,2
80600,1484425146,1484185265,2
80601,1840019448,1840020668,2
80602,1840019657,1840074237,2
80603,1484747290,1484592101,2
80604,1484784884,1484433908,2
80605,1484792221,1484000182,2
80606,1484185265,1484575026,4
80607,1484452937,1484387908,2
80608,1484653265,1484140193,2
80609,1484007934,1484285163,2
80610,1840091411,1124001503,4
80611,1840020898,1840019623,2
80612,1484592101,1484853725,2
80613,1840021016,1840022257,2
80614,1484120923,1484979836,2
80615,1484458348,1484312852,2
80616,1484802864,1484942420,2
80617,1484269723,1484087998,2
80618,1484604938,1484806928,2
80619,1484353804,1484312852,2
80620,1484001484,1484979836,2
80621,1484003696,1484312852,2
80622,1484575026,1484360018,2
80623,1484095242,1484135531,2
80624,1840001687,1840001673,2
80625,1484343325,1484312852,2
80626,1840019623,1840020939,2
80627,1484340479,1484144977,2
80628,1484312852,1484268457,2
80629,1484979836,1484762044,2
80630,1840020957,1840020959,2
80631,1840021725,1840020420,2
80632,1840019279,1840021923,2
80633,1484144977,1484089008,2
80634,1840019650,1840020939,2
80635,1484524155,1484543443,2
80636,1840018976,1840020373,2
80637,1484806928,1484089008,2
80638,1484135531,1484063344,2
80639,1840020939,1840019651,2
80640,1484543443,1484024966,2
80641,1484089008,1484014196,2
80642,1840020959,1840022220,4
80643,1484942420,1484352270,2
80644,1484112463,1484457950,2
80645,1840020668,1840020689,2
80646,1484110723,1484375272,2
80647,1484063344,1484652472,2
80648,1484814346,1484053015,2
80649,1840019278,1840021923,2
80650,1484461466,1484268457,2
80651,1484053015,1484086106,2
80652,1484352270,1484746079,2
80653,1840021923,1840019314,2
80654,1840022220,1840019653,2
80655,1484024966,1484221851,2
80656,1840020988,1840020981,2
80657,1840019651,1840019628,2
80658,1840019653,1840022224,2
80659,1484858520,1484268457,2
80660,1840018217,1840020867,2
80661,1484268457,1484237822,2
80662,1484087998,1484011037,2
80663,1840022224,1840020962,2
80664,1484652472,1484413126,2
80665,1840019628,1840018260,2
80666,1484127851,1484474577,2
80667,1484086106,1484494575,2
80668,1484413126,1484419416,2
80669,1484835501,1484835121,2
80670,1840020477,1840019253,2
80671,1484936909,1484003499,2
80672,1484746079,1484193492,2
80673,1484450188,1484003499,2
80674,1484474577,1484237822,2
80675,1484011037,1484205572,2
80676,1484980764,1484208664,2
80677,1484491384,1484418136,2
80678,1840020867,1840020870,2
80679,1484193492,1484205572,2
80680,1840000956,1840010328,2
80681,1484221851,1484005465,2
80682,1484459690,1484595420,2
80683,1840022225,1840022213,2
80684,1484237822,1484416394,4
80685,1484208664,1484205572,2
80686,1840018260,1840022191,2
80687,1840022213,1840019639,2
80688,1840021024,1840021030,2
80689,1840021023,1840021030,2
80690,1840019159,1840019169,2
80691,1484003499,1484105891,2
80692,1840019567,1840020846,2
80693,1484205572,1484720981,2
80694,1484715262,1484359502,2
80695,1484595420,1484290508,2
80696,1840022097,1840020749,2
80697,1840019639,1840021341,2
80698,1840002373,1840002642,2
80699,1484005465,1484829941,2
80700,1484290508,1484829941,2
80701,1484876244,1484829941,2
80702,1484416394,1484015487,2
80703,1484567035,1484059318,2
80704,1484059135,1484666501,2
80705,1840020846,1840019538,2
80706,1484059318,1484021647,2
80707,1840020981,1840019684,2
80708,1484830415,1484479299,2
80709,1484829941,1484856743,2
80710,1484021647,1484180362,2
80711,1840019732,1840019734,2
80712,1840021341,1840022214,2
80713,1840022191,1840019606,2
80714,1484003997,1484015487,2
80715,1840019606,1840023142,2
80716,1484549731,1484755225,2
80717,1484835121,1484353090,2
80718,1484340141,1484375272,2
80719,1484856743,1484132726,2
80720,1840002642,1840002540,2
80721,1840000160,1840001935,2
80722,1840021021,1840037094,2
80723,1840022258,1840037094,2
80724,1840020894,1840023142,2
80725,1840022214,1840022188,2
80726,1840020420,1840021740,2
80727,1840023142,1840019590,4
80728,1840037094,1840021025,2
80729,1484132726,1484761233,2
80730,1484755225,1840021025,4
80731,1840019169,1840019175,2
80732,1124205424,1124000633,2
80733,1840022188,1840020907,2
80734,1484180362,1484538100,2
80735,1840019253,1840020479,2
80736,1840019538,1840073932,2
80737,1840021025,1840021041,2
80738,1484964628,1484640868,2
80739,1840001673,1840001659,2
80740,1484538100,1484022961,2
80741,1840020907,1840019605,2
80742,1484418136,1484353090,2
80743,1840020373,1840018980,2
80744,1484060031,1484185237,4
80745,1840020877,1840019572,2
80746,1840021013,1840021010,2
80747,1840019684,1840019698,2
80748,1840019605,1840019590,4
80749,1840019314,1840019384,2
80750,1484666501,1484227797,2
80751,1840021041,1840022261,2
80752,1840019572,1840135494,2
80753,1840021004,1840022251,2
80754,1484479299,1484614906,4
80755,1484022961,1484943496,2
80756,1840073932,1840020854,4
80757,1840021035,1840022261,2
80758,1484375272,1484201826,2
80759,1840022041,1840022042,2
80760,1840019384,1840019385,2
80761,1840020749,1840019460,2
80762,1840021740,1840019153,2
80763,1840021802,1840020421,2
80764,1840022261,1840021036,2
80765,1840020422,1840021743,2
80766,1840019590,1840019588,2
80767,1840019698,1840022251,2
80768,1840135494,1840020879,2
80769,1484720981,1484227797,2
80770,1840020854,1840020851,2
80771,1840020421,1840019153,2
80772,1840020875,1840020879,2
80773,1484227797,1484161565,2
80774,1840020936,1840020937,2
80775,1484201826,1484105891,2
80776,1840019588,1840020892,2
80777,1484161565,1484316468,2
80778,1840021010,1840019718,4
80779,1840020879,1840020892,2
80780,1840019175,1840020453,2
80781,1840001659,1840003846,2
80782,1840019460,1840019464,2
80783,1484640868,1484403131,2
80784,1840022042,1840019418,2
80785,1840020937,1840020953,2
80786,1840020851,1840020853,2
80787,1840022260,1840021038,2
80788,1840021743,1840021742,2
80789,1840001647,1840001629,2
80790,1840020853,1840019556,2
80791,1840019418,1840019425,2
80792,1840020892,1840019573,2
80793,1840020453,1840020449,2
80794,1840010328,1840009356,2
80795,1840019385,1840020632,2
80796,1484761233,1484482819,2
80797,1840027020,1840020890,2
80798,1840021038,1840021037,2
80799,1840021742,1840020428,4
80800,1840019423,1840019420,2
80801,1840020890,1840020903,2
80802,1840022251,1840021006,2
80803,1840020428,1840019154,2
80804,1484614906,1840037105,4
80805,1484936827,1484082675,2
80806,1484482819,1484709570,2
80807,1840019556,1840022154,2
80808,1840020632,1840019420,2
80809,1840037105,1840019743,4
80810,1840020449,1840019154,2
80811,1840019420,1840022046,2
80812,1840019743,1840021040,2
80813,1484943496,1484829832,2
80814,1484808798,1484844355,2
80815,1840020953,1840022242,2
80816,1124000633,1124001990,2
80817,1840019154,1840020425,2
80818,1840020390,1840020423,2
80819,1840020816,1840022142,2
80820,1840001703,1840008748,2
80821,1840022165,1840020903,2
80822,1840008136,1840010121,2
80823,1840020423,1840020425,2
80824,1840019464,1840019469,2
80825,1840022047,1840020701,2
80826,1484316468,1484844355,2
80827,1840020701,1840020696,4
80828,1484817336,1484006128,2
80829,1840003058,1840003082,2
80830,1840020903,1840018243,2
80831,1484082675,1484108848,2
80832,1840019718,1840021006,2
80833,1840020450,1840020451,2
80834,1840020425,1840019152,2
80835,1484709570,1484668149,2
80836,1840022046,1840020696,4
80837,1840019431,1840019467,2
80838,1840003345,1840009252,2
80839,1840007568,1840007569,2
80840,1840020696,1840020698,2
80841,1840020451,1840019152,2
80842,1840003846,1840009870,2
80843,1840001686,1840045965,2
80844,1840019467,1840019421,2
80845,1840021006,1840019709,2
80846,1840019603,1840018243,2
80847,1840009870,1840045965,2
80848,1840019469,1840023050,2
80849,1484844355,1484719991,2
80850,1840018980,1840020345,2
80851,1840018243,1840020895,2
80852,1484108848,1484644846,2
80853,1840019676,1840022242,2
80854,1124000435,1124001672,2
80855,1840020694,1840020695,2
80856,1840019152,1840021785,2
80857,1840020695,1840019429,2
80858,1840020532,1840019258,2
80859,1840007569,1840007546,2
80860,1840022049,1840020703,2
80861,1840021040,1840019709,2
80862,1484006128,1484642759,2
80863,1840045965,1840007546,2
80864,1484668149,1484011085,2
80865,1840022142,1840020809,2
80866,1840020479,1840019191,2
80867,1840020700,1840019427,2
80868,1840020641,1840022993,2
80869,1484302009,1484285081,2
80870,1840020645,1840019390,4
80871,1840019428,1840022048,2
80872,1840001629,1840001620,2
80873,1840020703,1840019427,2
80874,1840019429,1840019422,4
80875,1840019709,1840019708,2
80876,1840020809,1840020813,2
80877,1840022993,1840022048,2
80878,1840022140,1840019531,2
80879,1840019427,1840019424,2
80880,1840022004,1840019390,4
80881,1840002156,1840002506,2
80882,1484642759,1484766767,2
80883,1840020573,1840019387,2
80884,1840019430,1840019424,2
80885,1840022242,1840023044,2
80886,1124224963,1124000695,2
80887,1840019390,1840019389,2
80888,1840007546,1840001675,2
80889,1840019424,1840020693,2
80890,1840019258,1840019317,2
80891,1840019422,1840020709,2
80892,1840025053,1840020638,2
80893,1840020702,1840019433,2
80894,1840020813,1840019531,2
80895,1124001136,1124000695,2
80896,1840022010,1840020638,2
80897,1840019708,1840020999,2
80898,1840002540,1840002506,2
80899,1840020818,1840019531,2
80900,1840023050,1840020757,2
80901,1484766767,1484333240,2
80902,1840009356,1840007215,2
80903,1840019531,1840020844,2
80904,1840021675,1840019062,2
80905,1840020999,1840020996,2
80906,1840019389,1840020646,2
80907,1484644846,1484998049,2
80908,1840009252,1840003346,2
80909,1840020638,1840020646,2
80910,1840001700,1840001701,2
80911,1840020709,1840019442,2
80912,1840007700,1840006604,2
80913,1124000695,1124499880,2
80914,1484719991,1484174535,2
80915,1840010121,1840009129,2
80916,1840020859,1840019562,2
80917,1484604711,1484683104,2
80918,1484333240,1484179679,4
80919,1484011085,1484934939,2
80920,1484055571,1484744150,2
80921,1840001675,1840001676,2
80922,1840020642,1840020640,2
80923,1840019439,1840019436,2
80924,1840020757,1840019433,2
80925,1840023044,1840020984,2
80926,1840020639,1840022005,2
80927,1840019562,1840020844,2
80928,1124001672,1124499880,2
80929,1840019438,1840020706,2
80930,1840021785,1840021786,2
80931,1840019433,1840019442,2
80932,1484934939,1484334948,4
80933,1840001701,1840001676,2
80934,1484179679,1484683104,2
80935,1840021786,1840021776,2
80936,1840020895,1840020934,2
80937,1484334948,1484594634,2
80938,1840003082,1840000447,2
80939,1484683104,1484007805,2
80940,1840041547,1840022019,2
80941,1840001935,1840000177,4
80942,1840020844,1840020822,2
80943,1124499880,1124000566,2
80944,1840019441,1840020708,2
80945,1840001676,1840001652,2
80946,1484085457,1484301467,4
80947,1484744150,1484174535,2
80948,1840001620,1840073757,2
80949,1840022057,1840020710,2
80950,1840000177,1840007731,2
80951,1840020654,1840022019,2
80952,1840073757,1840001589,2
80953,1840022019,1840019395,2
80954,1840022058,1840022055,2
80955,1484285081,1484301467,4
80956,1840022055,1840019440,4
80957,1840019395,1840020657,4
80958,1840020761,1840020714,2
80959,1840002506,1840002650,2
80960,1484174535,1484594634,2
80961,1840020714,1840019437,2
80962,1840019440,1840019435,2
80963,1840019062,1840021671,2
80964,1484301467,1484706021,2
80965,1840007731,1840000228,2
80966,1840001352,1840009357,4
80967,1484706021,1484488353,2
80968,1840019437,1840019435,2
80969,1840020710,1840020707,4
80970,1840002845,1840002650,2
80971,1484401368,1484488353,2
80972,1840009357,1840007143,2
80973,1124000566,1124000321,2
80974,1840019396,1840022021,2
80975,1840019191,1840020460,2
80976,1840020657,1840022021,2
80977,1840020984,1840020996,2
80978,1484488353,1484683191,2
80979,1840020754,1840019505,2
80980,1840020707,1840020711,2
80981,1840020996,1840020966,2
80982,1840020661,1840020659,2
80983,1840021953,1840019317,2
80984,1484594634,1484974086,2
80985,1840000228,1840007747,2
80986,1840006604,1840008825,2
80987,1840001589,1840001621,2
80988,1840002650,1840009043,2
80989,1840019397,1840020663,2
80990,1840020711,1840020717,2
80991,1484998049,1484815091,2
80992,1840022054,1840020734,2
80993,1840022018,1840020717,2
80994,1840020663,1840020715,2
80995,1840003346,1840007094,2
80996,1484974086,1484005936,2
80997,1840020716,1840020717,2
80998,1840019505,1840020772,2
80999,1484815091,1484007409,2
81000,1840020734,1840022065,2
81001,1484005936,1484007805,2
81002,1840020717,1840020715,2
81003,1484683191,1484844758,2
81004,1484007805,1484467927,2
81005,1484505986,1484448356,2
81006,1840020460,1840020398,2
81007,1484844758,1484058603,2
81008,1840019604,1840020913,2
81009,1840019280,1840019332,2
81010,1840020715,1840020718,2
81011,1840019569,1840019570,4
81012,1484007409,1484030886,2
